image_path,study_id,biopsy_num,step_size,expo_time,frame_number
LSM005_1_200_36.tif,LSM005,1,0.1,0.2,36
LSM005_2_200_10.tif,LSM005,2,0.1,0.2,10
LSM005_2_200_19.tif,LSM005,2,0.1,0.2,19
LSM005_2_200_20.tif,LSM005,2,0.1,0.2,20
LSM005_2_200_21.tif,LSM005,2,0.1,0.2,21
LSM005_2_200_22.tif,LSM005,2,0.1,0.2,22
LSM005_2_200_23.tif,LSM005,2,0.1,0.2,23
LSM005_2_200_34.tif,LSM005,2,0.1,0.2,34
LSM005_2_200_8.tif,LSM005,2,0.1,0.2,8
LSM005_2_200_9.tif,LSM005,2,0.1,0.2,9
LSM005_3_200_0.tif,LSM005,3,0.1,0.2,0
LSM005_3_200_1.tif,LSM005,3,0.1,0.2,1
LSM005_3_200_2.tif,LSM005,3,0.1,0.2,2
LSM006_1_200_11.tif,LSM006,1,0.1,0.2,11
LSM006_1_200_12.tif,LSM006,1,0.1,0.2,12
LSM006_1_200_13.tif,LSM006,1,0.1,0.2,13
LSM006_1_200_14.tif,LSM006,1,0.1,0.2,14
LSM006_1_200_15.tif,LSM006,1,0.1,0.2,15
LSM006_1_200_16.tif,LSM006,1,0.1,0.2,16
LSM006_1_200_18.tif,LSM006,1,0.1,0.2,18
LSM006_1_200_19.tif,LSM006,1,0.1,0.2,19
LSM006_1_200_20.tif,LSM006,1,0.1,0.2,20
LSM006_1_200_21.tif,LSM006,1,0.1,0.2,21
LSM006_1_200_22.tif,LSM006,1,0.1,0.2,22
LSM006_1_200_23.tif,LSM006,1,0.1,0.2,23
LSM006_1_200_24.tif,LSM006,1,0.1,0.2,24
LSM006_1_200_25.tif,LSM006,1,0.1,0.2,25
LSM006_1_200_26.tif,LSM006,1,0.1,0.2,26
LSM006_1_200_27.tif,LSM006,1,0.1,0.2,27
LSM006_1_200_28.tif,LSM006,1,0.1,0.2,28
LSM006_1_200_29.tif,LSM006,1,0.1,0.2,29
LSM006_1_200_30.tif,LSM006,1,0.1,0.2,30
LSM006_2_200_10.tif,LSM006,2,0.1,0.2,10
LSM006_2_200_11.tif,LSM006,2,0.1,0.2,11
LSM006_2_200_12.tif,LSM006,2,0.1,0.2,12
LSM006_2_200_13.tif,LSM006,2,0.1,0.2,13
LSM006_2_200_14.tif,LSM006,2,0.1,0.2,14
LSM006_2_200_15.tif,LSM006,2,0.1,0.2,15
LSM006_2_200_16.tif,LSM006,2,0.1,0.2,16
LSM006_2_200_17.tif,LSM006,2,0.1,0.2,17
LSM006_2_200_18.tif,LSM006,2,0.1,0.2,18
LSM006_2_200_19.tif,LSM006,2,0.1,0.2,19
LSM006_2_200_20.tif,LSM006,2,0.1,0.2,20
LSM006_2_200_21.tif,LSM006,2,0.1,0.2,21
LSM006_2_200_22.tif,LSM006,2,0.1,0.2,22
LSM006_2_200_9.tif,LSM006,2,0.1,0.2,9
LSM006_3_150_10.tif,LSM006,3,0.1,0.15,10
LSM006_3_150_12.tif,LSM006,3,0.1,0.15,12
LSM006_3_150_23.tif,LSM006,3,0.1,0.15,23
LSM006_3_150_24.tif,LSM006,3,0.1,0.15,24
LSM006_3_150_26.tif,LSM006,3,0.1,0.15,26
LSM006_3_150_27.tif,LSM006,3,0.1,0.15,27
LSM006_3_150_28.tif,LSM006,3,0.1,0.15,28
LSM006_3_150_29.tif,LSM006,3,0.1,0.15,29
LSM006_3_150_34.tif,LSM006,3,0.1,0.15,34
LSM006_3_150_35.tif,LSM006,3,0.1,0.15,35
LSM006_3_150_36.tif,LSM006,3,0.1,0.15,36
LSM006_3_150_37.tif,LSM006,3,0.1,0.15,37
LSM007_1_100_27.tif,LSM007,1,0.1,0.1,27
LSM007_2_200_30.tif,LSM007,2,0.1,0.2,30
LSM007_2_200_31.tif,LSM007,2,0.1,0.2,31
LSM007_2_200_54.tif,LSM007,2,0.1,0.2,54
LSM007_3_75_28.tif,LSM007,3,0.1,0.075,28
LSM007_4_200_10.tif,LSM007,4,0.1,0.2,10
LSM007_4_200_11.tif,LSM007,4,0.1,0.2,11
LSM007_4_200_12.tif,LSM007,4,0.1,0.2,12
LSM007_4_200_13.tif,LSM007,4,0.1,0.2,13
LSM007_4_200_14.tif,LSM007,4,0.1,0.2,14
LSM007_4_200_15.tif,LSM007,4,0.1,0.2,15
LSM007_4_200_16.tif,LSM007,4,0.1,0.2,16
LSM007_4_200_21.tif,LSM007,4,0.1,0.2,21
LSM007_4_200_22.tif,LSM007,4,0.1,0.2,22
LSM007_4_200_23.tif,LSM007,4,0.1,0.2,23
LSM007_4_200_24.tif,LSM007,4,0.1,0.2,24
LSM007_4_200_25.tif,LSM007,4,0.1,0.2,25
LSM007_4_200_27.tif,LSM007,4,0.1,0.2,27
LSM007_4_200_28.tif,LSM007,4,0.1,0.2,28
LSM007_4_200_4.tif,LSM007,4,0.1,0.2,4
LSM007_4_200_5.tif,LSM007,4,0.1,0.2,5
LSM007_4_200_6.tif,LSM007,4,0.1,0.2,6
LSM007_4_200_7.tif,LSM007,4,0.1,0.2,7
LSM007_4_200_8.tif,LSM007,4,0.1,0.2,8
LSM007_4_200_9.tif,LSM007,4,0.1,0.2,9
LSM008_1_200_16.tif,LSM008,1,0.1,0.2,16
LSM008_1_200_17.tif,LSM008,1,0.1,0.2,17
LSM008_1_200_18.tif,LSM008,1,0.1,0.2,18
LSM008_1_200_19.tif,LSM008,1,0.1,0.2,19
LSM008_1_200_20.tif,LSM008,1,0.1,0.2,20
LSM008_1_200_21.tif,LSM008,1,0.1,0.2,21
LSM008_1_200_24.tif,LSM008,1,0.1,0.2,24
LSM008_1_200_25.tif,LSM008,1,0.1,0.2,25
LSM008_1_200_26.tif,LSM008,1,0.1,0.2,26
LSM008_1_200_27.tif,LSM008,1,0.1,0.2,27
LSM008_2_200_17.tif,LSM008,2,0.1,0.2,17
LSM008_2_200_18.tif,LSM008,2,0.1,0.2,18
LSM008_2_200_19.tif,LSM008,2,0.1,0.2,19
LSM008_2_200_20.tif,LSM008,2,0.1,0.2,20
LSM008_2_200_21.tif,LSM008,2,0.1,0.2,21
LSM008_2_200_22.tif,LSM008,2,0.1,0.2,22
LSM008_2_200_35.tif,LSM008,2,0.1,0.2,35
LSM008_2_200_37.tif,LSM008,2,0.1,0.2,37
LSM008_2_200_38.tif,LSM008,2,0.1,0.2,38
LSM008_2_200_39.tif,LSM008,2,0.1,0.2,39
LSM008_2_200_42.tif,LSM008,2,0.1,0.2,42
LSM008_3_200_19.tif,LSM008,3,0.1,0.2,19
LSM008_3_200_20.tif,LSM008,3,0.1,0.2,20
LSM008_3_200_21.tif,LSM008,3,0.1,0.2,21
LSM008_3_200_23.tif,LSM008,3,0.1,0.2,23
LSM008_3_200_24.tif,LSM008,3,0.1,0.2,24
LSM008_3_200_25.tif,LSM008,3,0.1,0.2,25
LSM008_3_200_26.tif,LSM008,3,0.1,0.2,26
LSM008_4_200_11.tif,LSM008,4,0.1,0.2,11
LSM008_4_200_12.tif,LSM008,4,0.1,0.2,12
LSM008_4_200_13.tif,LSM008,4,0.1,0.2,13
LSM008_4_200_14.tif,LSM008,4,0.1,0.2,14
LSM008_4_200_15.tif,LSM008,4,0.1,0.2,15
LSM008_4_200_16.tif,LSM008,4,0.1,0.2,16
LSM008_4_200_17.tif,LSM008,4,0.1,0.2,17
LSM008_4_200_18.tif,LSM008,4,0.1,0.2,18
LSM008_4_200_19.tif,LSM008,4,0.1,0.2,19
LSM008_4_200_20.tif,LSM008,4,0.1,0.2,20
LSM008_4_200_21.tif,LSM008,4,0.1,0.2,21
LSM008_4_200_22.tif,LSM008,4,0.1,0.2,22
LSM008_4_200_23.tif,LSM008,4,0.1,0.2,23
LSM008_4_200_24.tif,LSM008,4,0.1,0.2,24
LSM008_4_200_25.tif,LSM008,4,0.1,0.2,25
LSM008_4_200_26.tif,LSM008,4,0.1,0.2,26
LSM008_4_200_27.tif,LSM008,4,0.1,0.2,27
LSM008_5_200_40.tif,LSM008,5,0.1,0.2,40
LSM008_5_200_41.tif,LSM008,5,0.1,0.2,41
LSM008_5_200_42.tif,LSM008,5,0.1,0.2,42
LSM008_5_200_43.tif,LSM008,5,0.1,0.2,43
LSM009_1_200_10.tif,LSM009,1,0.1,0.2,10
LSM009_1_200_11.tif,LSM009,1,0.1,0.2,11
LSM009_1_200_13.tif,LSM009,1,0.1,0.2,13
LSM009_1_200_15.tif,LSM009,1,0.1,0.2,15
LSM009_1_200_23.tif,LSM009,1,0.1,0.2,23
LSM009_1_200_25.tif,LSM009,1,0.1,0.2,25
LSM009_1_200_4.tif,LSM009,1,0.1,0.2,4
LSM009_1_200_8.tif,LSM009,1,0.1,0.2,8
LSM009_1_200_9.tif,LSM009,1,0.1,0.2,9
LSM009_2_200_14.tif,LSM009,2,0.1,0.2,14
LSM009_2_200_15.tif,LSM009,2,0.1,0.2,15
LSM009_2_200_16.tif,LSM009,2,0.1,0.2,16
LSM009_2_200_17.tif,LSM009,2,0.1,0.2,17
LSM009_2_200_18.tif,LSM009,2,0.1,0.2,18
LSM009_2_200_19.tif,LSM009,2,0.1,0.2,19
LSM009_2_200_20.tif,LSM009,2,0.1,0.2,20
LSM009_2_200_21.tif,LSM009,2,0.1,0.2,21
LSM009_2_200_22.tif,LSM009,2,0.1,0.2,22
LSM009_3_200_12.tif,LSM009,3,0.1,0.2,12
LSM009_3_200_13.tif,LSM009,3,0.1,0.2,13
LSM009_3_200_14.tif,LSM009,3,0.1,0.2,14
LSM009_3_200_15.tif,LSM009,3,0.1,0.2,15
LSM009_3_200_16.tif,LSM009,3,0.1,0.2,16
LSM009_3_200_17.tif,LSM009,3,0.1,0.2,17
LSM009_3_200_18.tif,LSM009,3,0.1,0.2,18
LSM009_3_200_19.tif,LSM009,3,0.1,0.2,19
LSM009_3_200_20.tif,LSM009,3,0.1,0.2,20
LSM009_3_200_21.tif,LSM009,3,0.1,0.2,21
LSM009_3_200_22.tif,LSM009,3,0.1,0.2,22
LSM009_3_200_23.tif,LSM009,3,0.1,0.2,23
LSM009_3_200_24.tif,LSM009,3,0.1,0.2,24
LSM009_3_200_25.tif,LSM009,3,0.1,0.2,25
LSM009_3_200_26.tif,LSM009,3,0.1,0.2,26
LSM009_3_200_27.tif,LSM009,3,0.1,0.2,27
LSM009_3_200_28.tif,LSM009,3,0.1,0.2,28
LSM009_3_200_29.tif,LSM009,3,0.1,0.2,29
LSM009_3_200_30.tif,LSM009,3,0.1,0.2,30
LSM009_3_200_31.tif,LSM009,3,0.1,0.2,31
LSM009_3_200_5.tif,LSM009,3,0.1,0.2,5
LSM009_3_200_7.tif,LSM009,3,0.1,0.2,7
LSM009_3_200_8.tif,LSM009,3,0.1,0.2,8
LSM009_4_200_21.tif,LSM009,4,0.1,0.2,21
LSM009_4_200_22.tif,LSM009,4,0.1,0.2,22
LSM009_4_200_23.tif,LSM009,4,0.1,0.2,23
LSM009_4_200_24.tif,LSM009,4,0.1,0.2,24
LSM009_4_200_28.tif,LSM009,4,0.1,0.2,28
LSM009_4_200_29.tif,LSM009,4,0.1,0.2,29
LSM009_4_200_30.tif,LSM009,4,0.1,0.2,30
LSM009_4_200_41.tif,LSM009,4,0.1,0.2,41
LSM009_4_200_42.tif,LSM009,4,0.1,0.2,42
LSM009_4_200_43.tif,LSM009,4,0.1,0.2,43
LSM009_4_200_44.tif,LSM009,4,0.1,0.2,44
LSM009_4_200_45.tif,LSM009,4,0.1,0.2,45
LSM009_4_200_46.tif,LSM009,4,0.1,0.2,46
LSM009_4_200_8.tif,LSM009,4,0.1,0.2,8
LSM009_4_200_9.tif,LSM009,4,0.1,0.2,9
LSM010_1_250_18.tif,LSM010,1,0.1,0.25,18
LSM010_1_250_19.tif,LSM010,1,0.1,0.25,19
LSM010_1_250_2.tif,LSM010,1,0.1,0.25,2
LSM010_1_250_20.tif,LSM010,1,0.1,0.25,20
LSM010_1_250_21.tif,LSM010,1,0.1,0.25,21
LSM010_1_250_22.tif,LSM010,1,0.1,0.25,22
LSM010_1_250_23.tif,LSM010,1,0.1,0.25,23
LSM010_1_250_26.tif,LSM010,1,0.1,0.25,26
LSM010_1_250_27.tif,LSM010,1,0.1,0.25,27
LSM010_1_250_3.tif,LSM010,1,0.1,0.25,3
LSM010_1_250_4.tif,LSM010,1,0.1,0.25,4
LSM010_1_250_5.tif,LSM010,1,0.1,0.25,5
LSM010_1_250_6.tif,LSM010,1,0.1,0.25,6
LSM011_1_100_37.tif,LSM011,1,0.1,0.1,37
LSM011_1_100_39.tif,LSM011,1,0.1,0.1,39
LSM011_1_100_52.tif,LSM011,1,0.1,0.1,52
LSM011_1_100_53.tif,LSM011,1,0.1,0.1,53
LSM011_1_100_54.tif,LSM011,1,0.1,0.1,54
LSM011_2_200_10.tif,LSM011,2,0.1,0.2,10
LSM011_2_200_11.tif,LSM011,2,0.1,0.2,11
LSM011_2_200_12.tif,LSM011,2,0.1,0.2,12
LSM011_2_200_13.tif,LSM011,2,0.1,0.2,13
LSM011_2_200_14.tif,LSM011,2,0.1,0.2,14
LSM011_2_200_15.tif,LSM011,2,0.1,0.2,15
LSM011_2_200_16.tif,LSM011,2,0.1,0.2,16
LSM011_2_200_17.tif,LSM011,2,0.1,0.2,17
LSM011_2_200_8.tif,LSM011,2,0.1,0.2,8
LSM011_2_200_9.tif,LSM011,2,0.1,0.2,9
LSM011_3_200_0.tif,LSM011,3,0.1,0.2,0
LSM011_3_200_1.tif,LSM011,3,0.1,0.2,1
LSM011_3_200_10.tif,LSM011,3,0.1,0.2,10
LSM011_3_200_11.tif,LSM011,3,0.1,0.2,11
LSM011_3_200_12.tif,LSM011,3,0.1,0.2,12
LSM011_3_200_2.tif,LSM011,3,0.1,0.2,2
LSM011_3_200_3.tif,LSM011,3,0.1,0.2,3
LSM011_3_200_6.tif,LSM011,3,0.1,0.2,6
LSM011_3_200_7.tif,LSM011,3,0.1,0.2,7
LSM011_3_200_8.tif,LSM011,3,0.1,0.2,8
LSM011_3_200_9.tif,LSM011,3,0.1,0.2,9
LSM012_1_100_21.tif,LSM012,1,0.1,0.1,21
LSM012_1_100_22.tif,LSM012,1,0.1,0.1,22
LSM012_1_100_23.tif,LSM012,1,0.1,0.1,23
LSM012_1_100_24.tif,LSM012,1,0.1,0.1,24
LSM012_1_100_25.tif,LSM012,1,0.1,0.1,25
LSM012_2_100_23.tif,LSM012,2,0.1,0.1,23
LSM012_2_100_24.tif,LSM012,2,0.1,0.1,24
LSM012_2_100_25.tif,LSM012,2,0.1,0.1,25
LSM012_2_100_26.tif,LSM012,2,0.1,0.1,26
LSM012_3_100_11.tif,LSM012,3,0.1,0.1,11
LSM012_3_100_12.tif,LSM012,3,0.1,0.1,12
LSM012_3_100_13.tif,LSM012,3,0.1,0.1,13
LSM012_3_100_14.tif,LSM012,3,0.1,0.1,14
LSM012_3_100_15.tif,LSM012,3,0.1,0.1,15
LSM012_3_100_41.tif,LSM012,3,0.1,0.1,41
LSM012_3_100_42.tif,LSM012,3,0.1,0.1,42
LSM012_3_100_9.tif,LSM012,3,0.1,0.1,9
LSM013_1_100_27.tif,LSM013,1,0.1,0.1,27
LSM013_2_100_12.tif,LSM013,2,0.1,0.1,12
LSM013_2_100_16.tif,LSM013,2,0.1,0.1,16
LSM013_2_100_17.tif,LSM013,2,0.1,0.1,17
LSM013_2_100_18.tif,LSM013,2,0.1,0.1,18
LSM013_2_100_19.tif,LSM013,2,0.1,0.1,19
LSM013_2_100_20.tif,LSM013,2,0.1,0.1,20
LSM013_2_100_21.tif,LSM013,2,0.1,0.1,21
LSM013_2_100_22.tif,LSM013,2,0.1,0.1,22
LSM013_2_100_24.tif,LSM013,2,0.1,0.1,24
LSM013_2_100_6.tif,LSM013,2,0.1,0.1,6
LSM013_2_100_7.tif,LSM013,2,0.1,0.1,7
LSM013_2_100_8.tif,LSM013,2,0.1,0.1,8
LSM013_2_100_9.tif,LSM013,2,0.1,0.1,9
LSM013_3_100_15.tif,LSM013,3,0.1,0.1,15
LSM013_3_100_16.tif,LSM013,3,0.1,0.1,16
LSM013_3_100_17.tif,LSM013,3,0.1,0.1,17
LSM013_3_100_18.tif,LSM013,3,0.1,0.1,18
LSM013_3_100_19.tif,LSM013,3,0.1,0.1,19
LSM013_4_100_10.tif,LSM013,4,0.1,0.1,10
LSM013_4_100_11.tif,LSM013,4,0.1,0.1,11
LSM013_4_100_12.tif,LSM013,4,0.1,0.1,12
LSM013_4_100_13.tif,LSM013,4,0.1,0.1,13
LSM013_4_100_14.tif,LSM013,4,0.1,0.1,14
LSM013_4_100_15.tif,LSM013,4,0.1,0.1,15
LSM013_4_100_16.tif,LSM013,4,0.1,0.1,16
LSM013_4_100_19.tif,LSM013,4,0.1,0.1,19
LSM013_4_100_20.tif,LSM013,4,0.1,0.1,20
LSM013_4_100_21.tif,LSM013,4,0.1,0.1,21
LSM013_4_100_22.tif,LSM013,4,0.1,0.1,22
LSM013_4_100_8.tif,LSM013,4,0.1,0.1,8
LSM013_4_100_9.tif,LSM013,4,0.1,0.1,9
LSM013_5_100_27.tif,LSM013,5,0.1,0.1,27
LSM013_5_100_28.tif,LSM013,5,0.1,0.1,28
LSM013_6_100_10.tif,LSM013,6,0.1,0.1,10
LSM013_6_100_11.tif,LSM013,6,0.1,0.1,11
LSM013_6_100_12.tif,LSM013,6,0.1,0.1,12
LSM013_6_100_13.tif,LSM013,6,0.1,0.1,13
LSM013_6_100_14.tif,LSM013,6,0.1,0.1,14
LSM013_6_100_15.tif,LSM013,6,0.1,0.1,15
LSM013_6_100_16.tif,LSM013,6,0.1,0.1,16
LSM013_6_100_17.tif,LSM013,6,0.1,0.1,17
LSM013_6_100_18.tif,LSM013,6,0.1,0.1,18
LSM013_6_100_19.tif,LSM013,6,0.1,0.1,19
LSM013_6_100_28.tif,LSM013,6,0.1,0.1,28
LSM013_6_100_29.tif,LSM013,6,0.1,0.1,29
LSM013_6_100_34.tif,LSM013,6,0.1,0.1,34
LSM013_6_100_9.tif,LSM013,6,0.1,0.1,9
LSM013_7_200_13.tif,LSM013,7,0.1,0.2,13
LSM013_7_200_14.tif,LSM013,7,0.1,0.2,14
LSM013_7_200_15.tif,LSM013,7,0.1,0.2,15
LSM013_7_200_16.tif,LSM013,7,0.1,0.2,16
LSM013_7_200_18.tif,LSM013,7,0.1,0.2,18
LSM013_7_200_19.tif,LSM013,7,0.1,0.2,19
LSM013_7_200_20.tif,LSM013,7,0.1,0.2,20
LSM013_7_200_21.tif,LSM013,7,0.1,0.2,21
LSM013_7_200_22.tif,LSM013,7,0.1,0.2,22
LSM013_7_200_23.tif,LSM013,7,0.1,0.2,23
LSM013_7_200_25.tif,LSM013,7,0.1,0.2,25
LSM014_1_100_27.tif,LSM014,1,0.1,0.1,27
LSM014_1_100_49.tif,LSM014,1,0.1,0.1,49
LSM014_2_100_18.tif,LSM014,2,0.1,0.1,18
LSM014_2_100_20.tif,LSM014,2,0.1,0.1,20
LSM014_2_100_21.tif,LSM014,2,0.1,0.1,21
LSM014_2_100_5.tif,LSM014,2,0.1,0.1,5
LSM014_2_100_6.tif,LSM014,2,0.1,0.1,6
LSM014_2_100_9.tif,LSM014,2,0.1,0.1,9
LSM014_3_100_4.tif,LSM014,3,0.1,0.1,4
LSM014_3_100_5.tif,LSM014,3,0.1,0.1,5
LSM014_4_200_24.tif,LSM014,4,0.1,0.2,24
LSM014_4_200_25.tif,LSM014,4,0.1,0.2,25
LSM014_4_200_9.tif,LSM014,4,0.1,0.2,9
LSM014_5_150_10.tif,LSM014,5,0.1,0.15,10
LSM014_5_150_11.tif,LSM014,5,0.1,0.15,11
LSM014_5_150_15.tif,LSM014,5,0.1,0.15,15
LSM014_5_150_16.tif,LSM014,5,0.1,0.15,16
LSM014_5_150_17.tif,LSM014,5,0.1,0.15,17
LSM014_5_150_18.tif,LSM014,5,0.1,0.15,18
LSM014_5_150_19.tif,LSM014,5,0.1,0.15,19
LSM014_5_150_22.tif,LSM014,5,0.1,0.15,22
LSM014_5_150_23.tif,LSM014,5,0.1,0.15,23
LSM014_5_150_24.tif,LSM014,5,0.1,0.15,24
LSM014_5_150_25.tif,LSM014,5,0.1,0.15,25
LSM014_5_150_26.tif,LSM014,5,0.1,0.15,26
LSM014_5_150_27.tif,LSM014,5,0.1,0.15,27
LSM014_5_150_29.tif,LSM014,5,0.1,0.15,29
LSM014_5_150_30.tif,LSM014,5,0.1,0.15,30
LSM014_5_150_31.tif,LSM014,5,0.1,0.15,31
LSM014_5_150_32.tif,LSM014,5,0.1,0.15,32
LSM014_5_150_33.tif,LSM014,5,0.1,0.15,33
LSM014_5_150_34.tif,LSM014,5,0.1,0.15,34
LSM014_5_150_9.tif,LSM014,5,0.1,0.15,9
LSM015_1_150_18.tif,LSM015,1,0.1,0.15,18
LSM015_2_150_10.tif,LSM015,2,0.1,0.15,10
LSM015_2_150_15.tif,LSM015,2,0.1,0.15,15
LSM015_2_150_16.tif,LSM015,2,0.1,0.15,16
LSM015_2_150_17.tif,LSM015,2,0.1,0.15,17
